id,titles,category,website,description,major_categ
141,Understanding Poverty and Inequality,participation,,mean <U+393C><U+3E33>poverty<U+393C><U+3E34> <U+393C><U+3E33>inequality<U+393C><U+3E34> will take achieve sdg 1 poverty sdg 10 reduced inequalities 2030 mean <U+393C><U+3E33>poverty<U+393C><U+3E34> <U+393C><U+3E33>inequality<U+393C><U+3E34> will take achieve sdg 1 poverty sdg 10 reduced inequalities 2030 causes poverty inequality remaining challenges poverty reduction around world help ensure one left behind september 2015 193 member states united nations adopted 2030 agenda sustainable development committed 17 sustainable development goals sdgs sdgs interconnected recognizing poverty eradicated without improved health education sustainable economic growth occur planet threat climate change forth goal 1 <U+393C><U+3E33>end poverty forms everywhere <U+393C><U+3E34> calls stakeholders every level drastically reduce number people living poverty provide services assistance need ensure resilience poor vulnerable times crisis sdg 1 builds earlier calls cut poverty lower income countries first calling elimination extreme poverty worldwide 2030 every country cut dimensions nationally defined poverty half date goal 1 draws linkages poverty climate disasters sets targets social protection resource mobilization policy development likewise goal 10 <U+393C><U+3E33>reduce inequality within among countries <U+393C><U+3E34> calls stakeholders levels empower economic political social inclusion people governments work together provide pathways opportunity across world course will present overview definitions scale scope different forms poverty inequality across world will examine links poverty inequality well opportunities socioeconomic mobility particular challenges facing women minorities indigenous people vulnerable populations poverty inequality link issues like climate change migration conflict finally course will conclude look policy approaches tools addressing poverty inequality variety contexts understanding poverty inequality created sdg academy partnership center sustainable development brookings institution module 1 introduction poverty inequality module 2 multidimensional measures poverty module 3 explaining global inequality module 4 poverty subjective well module 5 identity exclusion module 6 poverty inequality today tomorrow,1
142,Measuring Sustainable Development,reflexivity and adaptation,,know track achieve sdgs goals different stakeholders prioritize kind data need ensure one left behind know track achieve sdgs goals different stakeholders prioritize kind data need ensure one left behind create better future countries follow top agenda together sustainable development important global movement time 2015 193 member states united nations unanimously adopted 2030 agenda sustainable development 17 sustainable development goals interconnected goals aim end poverty promote economic prosperity ensure social equity protect environment 2030 agenda commits <U+393C><U+3E33>leaving one behind <U+393C><U+3E34> know track achieve sdgs goals different countries prioritize kind data need ensure everyone counted launched 2015 sustainable development solutions network sdsn bertelsmann stiftung sustainable development report first worldwide study assess world stands regard achieving sustainable development report contains sdg index dashboards use combination official unofficial data indicators understand country<U+393C><U+3E32>s progress 17 sdgs short course will hear experts responsible creating sustainable development report value measuring progress sdgs tool like sdg index dashboards helps policymakers stakeholders make important decisions development priorities will examine different types data can used measure development progress learn technical steps needed construct index sdgs finally will explore regional city level indices discuss new approaches sdg measurement data based decision making module 1 introduction sdg measurement module 2 constructing index part methodology data module 3 constructing index part ii technical training module 4 regional city indices module 5 conclusions goals ahead,4
143,Book Club with Jeffrey Sachs,participation,,join jeffrey sachs monthly live conversations renowned authors relevant topics humanity join jeffrey sachs monthly live conversations renowned authors relevant topics humanity live conversations renowned authors engage members around world sustainable development social justice start learning us book club jeffrey sachs free global forum discuss outstanding recently published work examines important topics humanity hosted columbia university professor jeffrey sachs eminent thought leader economics sustainable development book club features monthly conversations renowned authors groundbreaking work sustainability economics history social justice members encouraged join book club s interactive platform book excerpts supplementary resources discussion forum can connect members around world live conversations will held via zoom webinar can also viewed sdg academy youtube channel conversations also available book club jeffrey sachs podcast available major podcast platforms january february march april may june july august september october november december come,1
144,The Turn: From Reactionary Populism to a Progressive Alternative,democratic institutions,,progressive alternative world steps take bring changes progressive alternative world steps take bring changes three part series political philosopher roberto mangabeira unger progressive alternative united states brazil early 2021 columbia university professor jeffrey sachs political philosopher roberto mangabeira unger delivered three part webinar series discuss systemic structural changes necessary create progressive future focus brazil us countries suffer political polarization populism social conflict economic inequality among highest world professors sachs unger analyzed debated two countries reached current state crisis nation world can forge progressive alternative overcome current impasse 1stagnant divided happened socially inclusive economic growth progressive politics 2losing finding way united states brazil 3from now alternative missing project,3
145,Conversations with Global Leaders: Leading on Sustainable Development,participation,,join prof jeffrey sachs interviews inspiring world leaders make tough policy decisions impact humanity planet complex world join prof jeffrey sachs interviews inspiring world leaders make tough policy decisions impact humanity planet complex world interviews pioneers decisions choices make leader leaders build momentum successes failures led practical execution effective inclusive leadership need hour achieving 2030 agenda sustainable development good leaders born made essential skills strategies required must make tough decisions impact global policies people planet sdg academy collaboration club de madrid come together offer course global leadership sdgs series live sessions 6 weeks course will focus change happens sustained highest level within governments organizations will deep dive questions designing implementing ambitious agenda different domestic external policy constraints will look goal setting process particularly countries come together adopt global development goals mdgs sdgs finally will address inter temporal trade offs involved short term goals vs long term objectives course will led former heads state global leaders business civil society individuals bring unique perspectives leadership necessary create national global movements towards sustainable development including combating climate change promoting preserving human rights ensuring prosperity learners will opportunity hear faculty diverse leaders bring critical reflections change can made possible join prof jeffrey sachs interviews inspiring world leaders make tough decisions complex world end course learners will gain first hand insights,1
146,Climate Change: The Science and Global Impact,reflexivity and adaptation,,learn science<U+613C><U+3E30>behind global warming avoid damaging irreversible climate change impacts people planet learn science<U+613C><U+3E30>behind global warming avoid damaging irreversible climate change impacts people planet science human impact climate change arguably greatest challenge time human activity already warmed planet 1<U+623C><U+3E30> celsius relative pre industrial times feeling effects record heat waves droughts wildfires flooding continue burn fossil fuels current rate planet will reach two degrees warming 2050 <U+393C><U+3E37> threshold many scientists identified dangerous tipping point science behind projections join climate science expert michael mann learn basic scientific principles behind climate change global warming need understand science order solve broader environmental societal economic changes climate change bringing end course will course covers basic principles atmospheric science methods climate data collection interpretation introduces basic climate modeling explores impact various greenhouse gas emissions scenarios finally outlines impacts climate change social economic cultural urban human systems,4
147,Sector Extractivo: sostenibilidad y desarrollo en Am<e9>rica Latina y el Caribe,democratic institutions,,este curso explora las oportunidades y los desaf<U+653C><U+3E64>os en el uso del petr<U+663C><U+3E33>leo el gas y los recursos minerales para impulsar el desarrollo sostenible en am<U+653C><U+3E39>rica latina y el caribe este curso explora las oportunidades y los desaf<U+653C><U+3E64>os en el uso del petr<U+663C><U+3E33>leo el gas y los recursos minerales para impulsar el desarrollo sostenible en am<U+653C><U+3E39>rica latina y el caribe <U+623C><U+3E66>c<U+663C><U+3E33>mo traducen los pa<U+653C><U+3E64>ses la riqueza de los recursos naturales en <U+623C><U+3E66>resultados de desarrollo sostenible <U+623C><U+3E66>qu<U+653C><U+3E39> pol<U+653C><U+3E64>ticas son necesarias para la gesti<U+663C><U+3E33>n sostenible de la riqueza de recursos naturales sobre este curso los recursos naturales representan una oportunidad potencialmente transformadora para apoyar el desarrollo pero en <U+663C><U+3E61>ltima instancia son limitados <U+623C><U+3E66>c<U+663C><U+3E33>mo podemos aprovecharlos al m<U+653C><U+3E31>ximo sin destruir el planeta en este curso de 6 semanas podr<U+653C><U+3E31>s conocer acerca de algunos de los esfuerzos generales que se han implementado para administrar de manera sostenible las inversiones de la industria extractiva adem<U+653C><U+3E31>s te familiarizar<U+653C><U+3E31>s con los complejos aspectos e interrelacionados de la gobernanza de los recursos naturales y formar<U+653C><U+3E31>s parte de un movimiento mundial de ciudadanos y profesionales comprometidos con aprovechar los impactos transformadores de los recursos naturales renovables este curso fue producido por el banco interamericano de desarrollo y la sdg academy con el apoyo del columbia center sustainable investment y el natural resource governance institute m<U+663C><U+3E33>dulo 1 recursos naturales desaf<U+653C><U+3E64>os oportunidades y cuestiones pol<U+653C><U+3E64>ticas m<U+663C><U+3E33>dulo 2 los fundamentos de las industrias extractivas marco legal y econom<U+653C><U+3E64>a de recursos m<U+663C><U+3E33>dulo 3 anticipando y gestionando los temas ambientales m<U+663C><U+3E33>dulo 4 industrias extractivas nivel local derechos de comunidades y miner<U+653C><U+3E64>a artesanal m<U+663C><U+3E33>dulo 5 gesti<U+663C><U+3E33>n de ingresos p<U+663C><U+3E61>blicos m<U+663C><U+3E33>dulo 6 inversi<U+663C><U+3E33>n en desarrollo sostenible mirando al futuro,3
148,Work and Employment for a Sustainable Future,policy coherence,,take achieve sdg 8 realize decent work link employment work income wealth will automation affect future work take achieve sdg 8 realize decent work link employment work income wealth will automation affect future work examine work employment s structural shifts trace rise modern welfare state will ai reshape world work take achieve sdg 8 national economies grown substantially since industrial revolution 19th century yet people necessarily seen increase opportunities find decent work earn decent income fact places increased productivity rising profits associated automation directly impacted availability decent jobs according international labour organization 204 million people unemployed 2015 600 million new jobs needed 2030 just keep pace growth working age population also need improve working conditions 780 million women men employed earning enough lift families poverty addressing core issues will see increasing decent work opportunities also robust inclusive poverty reducing growth course explores past future work context sdgs particularly sdg 8 decent work economic growth examines state income employment around world barriers employment policies promote economic opportunity future work rapidly changing world encouraging entrepreneurship job creation key achieving sdgs effective measures eradicate forced labor slavery human trafficking targets mind world can achieve full productive employment decent work women men 2030 seven module massive open online course mooc provides depth look issues inclusive sustainable economic growth full productive employment decent work topics covered include structural shifts economies work informality gender child labor modern welfare state future work course concludes special module ilo realizing decent work achieving sdg 8 will learn module 1 decent work sustainable development module 2 transitions employment work module 3 challenges work informality gender child labor module 4 current policy responses module 5 structural institutional models future work module 6 future jobs work module 7 special module partnership ilo achieving sdg 8 realizing decent work,2
149,Ethics in Action,participation,,world<U+393C><U+3E32>s great religious secular philosophies say ethical conduct virtues common across faiths role religious communities play building just sustainable world world<U+393C><U+3E32>s great religious secular philosophies say ethical conduct virtues common across faiths role religious communities play building just sustainable world faith communities can help advance sustainable development working together save common home can done address challenges time developing individuals society good challenges sustainable development technical political<U+393C><U+3E37>they also moral calling us examine human beings want going forward examination makes <U+393C><U+3E33>good person<U+393C><U+3E34><U+393C><U+3E37>called virtue ethics<U+393C><U+3E37>has long purview philosophers theologians world<U+393C><U+3E32>s great religious secular philosophies say ethical conduct virtues common across creeds cultures role ethics spirituality religious communities play sustainable development 2016 distinguished leaders world<U+393C><U+3E32>s major religious traditions philosophers scholars scientists invited pope francis vatican series meetings known ethics action initiative meetings sought promote dialogue find consensus values needed advance transformative action common home human family course features ethics action meeting participants well leading voices discusses perspectives world<U+393C><U+3E32>s great traditions role addressing world<U+393C><U+3E32>s pressing challenges including poverty corruption climate change presents multi faith cooperation essential achieving sustainable development calls development new shared virtue ethics bring us sustainable peaceful future will learn module 1 introduction ethics action module 2 religion virtue ethics part module 3 religion virtue ethics part ii module 4 virtuous society module 5 poverty inequality module 6 peace module 7 refugees trafficking modern slavery module 8 environmental justice module 9 politics power module 10 business work common good course conclusion towards new virtue ethics sustainable development examining ethics action case studies,1
150,Alianzas: un veh<ed>culo para lograr el desarrollo sostenible,reflexivity and adaptation,,mooc desarrollado en colaboraci<U+663C><U+3E33>n con la red de soluciones de desarrollo sostenible sdsn por sus siglas en ingl<U+653C><U+3E39>s en el que se analiza la contribuci<U+663C><U+3E33>n de las alianzas al desarrollo sostenible con metodolog<U+653C><U+3E64>as y casos de <U+653C><U+3E39>xito para implementarlas mooc desarrollado en colaboraci<U+663C><U+3E33>n con la red de soluciones de desarrollo sostenible sdsn por sus siglas en ingl<U+653C><U+3E39>s en el que se analiza la contribuci<U+663C><U+3E33>n de las alianzas al desarrollo sostenible con metodolog<U+653C><U+3E64>as y casos de <U+653C><U+3E39>xito para implementarlas c<U+663C><U+3E33>mo compartir informaci<U+663C><U+3E33>n ayuda avanzar el desarrollo sostenible el papel de la comunicaci<U+663C><U+3E33>n en la implementaci<U+663C><U+3E33>n de alianzas estrat<U+633C><U+3E39>gicas la agenda 2030 y los objetivos de desarrollo sostenible ods se han consolidado como marco de referencia para las organizaciones y los ciudadanos interesados en avanzar hacia el desarrollo sostenible del planeta dentro de este marco el objetivo de desarrollo sostenible n<U+663C><U+3E61>mero 17 destaca las ventajas de las alianzas estrat<U+653C><U+3E39>gicas para lograr que dicha agenda se haga efectiva las alianzas nos permiten analizar problemas desde diferentes perspectivas y proporcionar soluciones m<U+653C><U+3E31>s integrales y favorecen el apalancamiento de recursos el intercambio de conocimientos la transferencia de tecnolog<U+653C><U+3E64>as y la ejecuci<U+663C><U+3E33>n efectiva de programas de desarrollo pero trabajar en alianza exige un cambio de perspectiva una nueva forma de relacionarse con nuestros socios una forma diferente de dividir las responsabilidades tomar decisiones y monitorear los resultados <U+623C><U+3E66>estamos preparados para trabajar en alianza el siguiente mooc coordinado por el banco interamericano de desarrollo y la red de soluciones de desarrollo sostenible de naciones unidas se presenta como una gu<U+653C><U+3E64>a pr<U+653C><U+3E31>ctica para promover e implementar alianzas para el desarrollo sostenible concretamente el curso analiza el concepto de alianza y el marco de los objetivos de desarrollo sostenible adicionalmente analiza los diferentes actores que suelen participar en este tipo de alianzas y las <U+653C><U+3E31>reas recomendadas por naciones unidas para la implementaci<U+663C><U+3E33>n de alianzas para el desarrollo sostenible el curso ofrece adem<U+653C><U+3E31>s herramientas y buenas pr<U+653C><U+3E31>cticas para promover crear gestionar gobernar y evaluar y monitorear alianzas y analiza las principales habilidades desplegar para la implementaci<U+663C><U+3E33>n efectiva de este tipo de alianzas el curso combina lecturas te<U+663C><U+3E33>ricas con m<U+663C><U+3E61>ltiples casos reales y ofrece m<U+663C><U+3E61>ltiples actividades pr<U+653C><U+3E31>cticas para que la experiencia de aprendizaje sea amena y efectiva tambi<U+653C><U+3E39>n cuenta con las perspectivas de diversos actores como expertos de las naciones unidas y del bid l<U+653C><U+3E64>deres empresariales funcionarios p<U+663C><U+3E61>blicos y representantes de ongs y otras entidades esta capacitaci<U+663C><U+3E33>n puede resultar de gran utilidad para quien trabaja en programas de desarrollo sostenible principalmente funcionarios p<U+663C><U+3E61>blicos pero tambi<U+653C><U+3E39>n agentes del sector privado tercer sector universidades o fundaciones trabajando en estos temas lo que aprender<U+653C><U+3E31>s al final del curso el participante podr<U+653C><U+3E31> m<U+663C><U+3E33>dulo 0 informaci<U+663C><U+3E33>n importante sobre el curso m<U+663C><U+3E33>dulo 1 las alianzas y los ods m<U+663C><U+3E33>dulo 2 movilizando financiamiento para implementar los ods m<U+663C><U+3E33>dulo 3 desarrollo de capacidades transferencia de tecnolog<U+653C><U+3E64>as y cooperaci<U+663C><U+3E33>n sur sur m<U+663C><U+3E33>dulo 4 marco institucional y procesos para crear alianzas m<U+663C><U+3E33>dulo 5 habilidades para la gesti<U+663C><U+3E33>n efectiva de alianzas m<U+663C><U+3E33>dulo 6 cierre del curso,4
151,Industrial Policy in the 21st Century: The Challenge for Africa,democratic institutions,,little industry africa matter can lecture series developed unu wider hear economist john page continent s options industrialization future economic growth africa little industry africa matter can lecture series developed unu wider hear economist john page continent s options industrialization future economic growth africa africa industries without smokestacks economic development leading voices development economics according world bank africa<U+393C><U+3E32>s working age population expected increase nearly 70 2035 without industrialization create jobs will difficult achieve sustainable development manufacturing led rapid industrialization east asian countries doubt can effect africa question manufacturing can africa promote economic growth course united nations university world institute development economics research unu wider brought sdg academy will hear researcher john page leading voices development economics range activities known <U+393C><U+3E33>industries without smokestacks <U+393C><U+3E34> learn industrial policy promotes growth industries presents win win scenario economic development africa module 1 industry driver structural change module 2 recipe industrial growth module 3 avoiding resource curse module 4 industrial policies africa,3
152,Sustainable Development: The Post-Capitalist Order,democratic institutions,,examine shortcomings global capitalism learn sustainable development logical step forward world examine shortcomings global capitalism learn sustainable development logical step forward world equal wellbeing economic growth expansion globalization look shortcomings capitalism sustainable future present system global capitalism flawed produced immense wealth economic growth nearly regions world also prioritized profits people harmful consumption practices needs planet sustainable development must bring new world order replace vices global capitalism ensuring development human wellbeing environmental security course presents u n <U+393C><U+3E32>s agenda 2030 sustainable development goals necessary successor laissez faire style capitalism emphasizes urgency embracing sustainable development objectives transform economy reactive efficient inclusive environmentally conscious system massive open online course mooc provides depth look shortcomings current past global economies shows sustainable development become universally prioritized agenda future world topics covered range market economics education gender equality international trade financing module 1 sustainable development module 2 global markets module 3 brief history faustian bargain module 4 capitalism injustice module 5 sdgs leaving one behind module 6 tragedy commons module 7 capitalism sustainable development module 8 can cities urban areas governed better make sustainable,3
153,Getting a Good Deal: Negotiating Extractive Industry Contracts,democratic institutions,,much work contract negotiations happens anyone sits table prepared get good deal newest course negotiating extractive industry contracts much work contract negotiations happens anyone sits table prepared get good deal newest course negotiating extractive industry contracts good deal extractive industry successful contract negotiations can support government negotiators successful contract many resource rich countries negotiate complex contracts govern mining oil gas projects despite critical importance contracts determining risks benefits projects many developing country governments face disadvantages negotiation process can asymmetric information expertise lack preparedness power imbalances factors course examines challenges governments face negotiating strong contracts strategies governments can use address challenges increase chances negotiating good deal course developed natural resource governance institute nrgi columbia center sustainable investment ccsi connex support unit support giz european union hosted sdg academy module 1 policy legal context around contract negotiations module 2 preparing negotiations module 3 negotiations aftermath,3
154,Natural Resources for Sustainable Development,democratic institutions,,explore sustainable development opportunities challenges using oil gas minerals explore sustainable development opportunities challenges using oil gas minerals countries translate natural resource wealth sustainable development outcomes policies necessary sustainable management natural resource wealth governance extractive industries impact long term economic development communication critical sustainable natural resource management module 1 challenges opportunities module 2 political economy natural resources module 3 fundamentals oil gas mining industry considerations policy implications module 4 legal overview module 5 fiscal regime design revenue collection module 6 anticipating managing environmental issues module 7 community rights module 8 artisanal mining module 9 revenue management module 10 investing sustainable development economic linkages extractives sector module 11 investing sustainable development looking beyond extractives module 12 cross cutting considerations looking ahead,3
155,How to Achieve the SDGs,participation,,learn innovative solutions supporting global development agenda learn innovative solutions supporting global development agenda sdgs role global development agenda can promote goal based development roles various stakeholders play progress towards goals major obstacles complicating progress towards sdgs september 25 2015 united nations general assembly adopted 2030 agenda sustainable development along new set goals collectively called sustainable development goals sdgs ambitious agenda call action end poverty protect planet ensure people enjoy peace prosperity 7 module massive open online course mooc provides depth look planning sdg implementation will discuss financing policy development roles stakeholders will gain comprehensive understanding societal transformations needed achieve sdgs module 1 sdg framework agenda 2030 module 2 transformation pathways success module 3 government sdgs module 4 sdg financing module 5 business sector sdgs module 6 civil society sdgs module 7 global partnerships sdgs,1
156,The Best Start in Life: Early Childhood Development for Sustainable Development,reflexivity and adaptation,,life child early years impacts entire life <U+393C><U+3E36> society ensure children world supported development birth life child early years impacts entire life <U+393C><U+3E36> society ensure children world supported development birth neurological makeup affects children<U+393C><U+3E32>s development factors forced migration impact child<U+393C><U+3E32>s future intersection childcare education programs policies national level beyond experts field hailing harvard university new york university unicef successful early childhood care program look like child<U+393C><U+3E32>s brain developed age 3 nutrition impact future well child adulthood learn answers questions best start life early childhood development sustainable development 8 module massive open online course leading experts field <U+393C><U+3E36> hailing harvard university new york university unicef among institutions <U+393C><U+3E36> we<U+393C><U+3E32>ll explore neuroscience sociology anthropology studies influenced understanding early childhood development module 1 introduction module 2 child development prenatal age 3 module 3 child development ages 3 8 module 4 tour ecd programs sectors part module 5 tour ecd programs sectors part 2 module 6 communities situations conflict migration module 7 programs policies module 8 future innovations growth,4
157,The Age of Sustainable Development,democratic institutions,,learn basics sustainable development <U+393C><U+3E36> it<U+393C><U+3E32>s important can achieve learn basics sustainable development <U+393C><U+3E36> it<U+393C><U+3E32>s important can achieve learn basics <U+393C><U+3E36> build sustainable world planetary boundaries renewable energy sustainable consumption natural resources inequality poverty health human rights nations economies flourish without leaving anyone behind sustainable development urgent challenge facing humanity fundamental question can world economy continue develop way socially inclusive environmentally sustainable course provides broad overview interactions economy environment humanity constraints finite resources activities drive climate change equality course updated version professor sachs popular 2015 course name includes new perspectives reorientation towards agenda 2030 sdgs join us introduction tenets sustainable development developed experts latest social policy physical sciences module 1 sustainable development module 2 economic development <U+393C><U+3E36> measure varies around world module 3 short history economic development module 4 countries advance others remained poverty module 5 mdgs end extreme poverty module 6 growth within planetary boundaries module 7 human rights gender equality module 8 education module 9 universal health coverage module 10 sustainable food supply end hunge module 11 sustainable cities module 12 curbing climate change module 13 saving biodiversity module 14 sustainable development goals,3
158,Sustainable Food Systems: A Mediterranean Perspective,democratic institutions,,produce better quality safer food simultaneously achieving social environmental goals produce better quality safer food simultaneously achieving social environmental goals interlinkages production consumption explore food systems countries across mediterranean entrepreneurial opportunities growing fields mediterranean region one biodiverse world home complex intricate patchwork cultures climates cuisines food systems region <U+393C><U+3E36> represented worldwide mediterranean diet <U+393C><U+3E36> equally complex demanding analysis across political social cultural economic nutritional spectrums landscape table ability mediterranean agriculture sustain peoples <U+393C><U+3E36> planet <U+393C><U+3E36> now threatened several issues course discusses challenges opportunities agricultural sector mediterranean basin summarizes global local challenges related achievement sustainable development goals outlines history culture agriculture main characteristics focus mediterranean diet explains agricultural data focus rural development models value creation explores eu policy frameworks international agreements related food agriculture mediterranean highlights emerging opportunities linked innovation sustainability sector module 1 mediterranean challenges around food agriculture module 2 history agriculture mediterranean basin mediterranean diet module 3 poverty alleviation economic social rural development module 4 fisheries aquaculture module 5 achieve sdgs mediterranean <U+393C><U+3E36> way forward water resources fisheries management module 6 achieve sdgs mediterranean <U+393C><U+3E36> way forward ii sustainable farming systems environmental climatic constraints module 7 achieve sdgs mediterranean <U+393C><U+3E36> way forward iii food value chain regional local development module 8 achieve sdgs mediterranean <U+393C><U+3E36> way forward iv reducing food waste enhancing product innovations module 9 achieve sdgs mediterranean <U+393C><U+3E36> way forward v nutrition education module 10 new professional profiles mediterranean context,3
159,"One Planet, One Ocean",democratic institutions,,holistic view ocean functions human interactions ocean can understood solutions available support sustainable use stewardship blue planet holistic view ocean functions human interactions ocean can understood solutions available support sustainable use stewardship blue planet physics biology chemistry ocean rules regulations governing ocean use misuse plus related economics ocean ecosystems interactions ocean impact resilience energy production fisheries systems ocean real final frontier humans greater understanding surface moon depths waters know ocean proves hosts wealth opportunity <U+393C><U+3E36> connecting world supporting important basic economic cultural environmental functions <U+393C><U+3E36> despite significant threat stressed unsustainable lifestyles increasing demands growing global population become good stewards massive natural resource massive open online course one planet <U+393C><U+3E36> one ocean science solutions learn world s leading experts ocean science will present issues potential solutions <U+393C><U+3E36> grounded rigorous scientific research <U+393C><U+3E36> fight endangered waters module 1 one planet <U+393C><U+3E36> one ocean module 2 coasts module 3 marine ecosystems module 4 fisheries aquaculture module 5 marine life minerals module 6 ocean climate,3
160,Macroeconomics for a Sustainable Planet,policy coherence,,building new toolkit 21st century macroeconomist building new toolkit 21st century macroeconomist measure progress measures enough business investment relate consumption saving considerations digitization unemployment minimum wage internalizing social capital environmental impact unemployment inflation protectionism trade barriers fiscal deficit just terms economics textbook newspaper headlines real life challenges carry societal environmental implications billions people around world balance pursuit economic growth right people thrive increasingly fragile planet answer question must reframe understanding macroeconomics context highly interdependent world led two leading economic minds <U+393C><U+3E36> columbia university professor jeffrey sachs chilean minister finance felipe larra<U+653C><U+3E64>n <U+393C><U+3E36> massive open online course explores traditional macroeconomic principles tools updated age sustainable development current wave globalization thriving global economy possible equitable environmentally thoughtful way find module 1 introduction macroeconomics module 2a output determination employment module 2b output determination employment module 3 labor markets module 4 money central banking module 5 exchange rate themes module 6 financial markets financial crises module 7 inflation unemployment stabilization module 8 consumption saving investme module 9 fiscal policy institutions module 10 open economy issues module 11 economic growth module 12 globalization,2
161,Cities and the Challenge of Sustainable Development,democratic institutions,,sustainable cities learn basics sustainable cities learn basics sustainable development goals cities various sectors contribute modern sustainable urban development according united nations urbanization population growth result increase 2 5 billion people urban populations 2050 associated impacts ranging increased transportation needs building make cities sustainable support growth mini series learn challenges local governments adapt new technologies energy systems modes transportation order build sustainable cities 21st century mini series companion piece sdg academy s full length sustainable cities course 1 introduction sdgs 2 cities importance sdg 11 3 10 point agenda 21st century cities 4 urban environment energy systems 5 cities hubs knowledge,3
162,Climate Action: Solutions for a Changing Planet,policy coherence,,learn emerging solutions reducing global greenhouse gas emissions debate best applications green technologies free course climate action learn emerging solutions reducing global greenhouse gas emissions debate best applications green technologies free course climate action reducing global greenhouse gas emissions emissions reduction russia australia decarbonizing economy actions communities individuals harmful emissions degradation earth<U+393C><U+3E32>s resources global warming loomed large decades negotiation ongoing ratification sweeping paris agreement commitments reducing effects climate change abound turn commitments action enroll now learn academics researchers leading battle climate change hailing world renowned institutions including columbia university<U+393C><U+3E32>s earth institute deep decarbonization pathways project ddpp international institute applied systems analysis iiasa world business council sustainable development wbcsd module 1a implementing paris climate agreement part 1 module 1b implementing paris climate agreement part 2 module 2a deep decarbonization three pillars national case studies part 1 module 2b deep decarbonization three pillars national case studies part 2 module 3 low emissions electricity renewables module 4 agriculture emissions module 5a monitoring land use part 1 module 5b monitoring land use part 2 module 6 policy tools transition low emissions module 7 low emission solutions business community,2
163,Sustainable Cities,democratic institutions,,learn government private sector actors can support sustainable urban development learn government private sector actors can support sustainable urban development overview governance land management utilities entities make urban systems technology shaping transportation energy urban resilience understanding poverty health economic opportunity issues impact urban systems development london durban mumbai beyond know experts estimate additional three billion people will live cities 2050 will impact current world population <U+393C><U+3E36> half currently lives cities contributes three fourths global economic output opportunities vast <U+393C><U+3E36> potential issues massive open online course sustainable cities will learn major challenges currently faced urban areas around world <U+393C><U+3E36> including poverty unemployment poor housing infrastructure constraints productivity <U+393C><U+3E36> extraordinary potential areas enable change future infrastructure culture economic opportunity learn harnessing power urban development global progress imperative course examines urban sustainability can delivered increasing productivity reduced inequality provision universal basic services infrastructure protection urban environments solutions investments speculative action around world will emerge course understanding governments private stakeholders actors can improve urban development heed call sustainable development goal 11 <U+393C><U+3E36> <U+393C><U+3E33>making cities human settlements inclusive safe resilient sustainable<U+393C><U+3E33> 2030 course made possible generous support jeffrey cheah foundation credits curator lead faculty aromar reviprogramme coordinator geetha krishnan vivekananda rajendramedia directors subasri krishnan yashodara udupa u 2028 teaching assistant shobita rao vineetha nallacamera kunal deshpande yashodara udupa zohrab reys gamatadditional camera isaac bernerlight assistance shekharsound jamie d<U+393C><U+3E32>silva rakesh u p additional sound kunal deshpande subasri krishnan zohrab reys gamatediting sandhya kumar vinay ghodgeri yashodara udupa zohrab reys gamatadditional editing sandeep viswanathgraphics radhamohini prasadadditional assistance graphics arindam jana charlotte adelina p mohan raju jsvideo sound post production pradeep nayakresearch assistance aishwarya balasubramanian ana abbas anushree deb amrita chattopadhyay jaikishan agarwal jessica george rahael kuruvilla sarita pillay sushmita ramoji suman barat teja malladiadditional content assistance neha samiword edit support rekha raghunathan nishtha vadehraproduction ananth kumar kailash singh rawat neelufer aslam pancham singh rawat puttaswamy sanjay kumar pal sreejith sureshlocation production assistance alicia fortuin sfanele ntuli siphiwe zane silindalegal assistance amlanjyoti goswami kaye lushington amrita basu mallik karuna sharmatranscription anurag dasgupta asha mavinasara masoom parmar nikita vidhyalankar satyavrat krishnakumar shaurya singh teesta krishnan sinhatranslations hindi communication development learning cdl equipment hire adams vineet videos wildclickz locations amsterdam bangkok bengaluru berlin brussels cape town copenhagen durban jakarta johannesburg kampala london melbourne mumbai nairobi new delhi new york paris perth singapore thanks african centre cities university cape town chulalongkorn university cities alliance columbia university earth institute curtin university c40 ethekwini municipality facultad latinoamericana de ciencias sociales flacso iclei <U+393C><U+3E36> local governments sustainability international institute environment development iied middlesex university mistra urban futures monash university penn institute urban research penn iur public health foundation india phfi scholarly publishing academic resources coalition sparc sewa bharat india federation self employed women<U+393C><U+3E32>s association shack slum dwellers international sdi new school united cities local governments uclg un habitat sustainable development solutions network women informal employment globalizing organizing wiego acknowledgments angshuman das david mcewen holger kuhle jahnavi g h mohammad fayaz capt k pooja vasanth retd rebecca heines sandeep kumar mitra swastik harish varalakshmi vidya jindal producer chandrika bahadur sustainable development solutions network sdg academy module 1 urban opportunity module 2 makes city function module 3 can reduce urban poverty make cities inclusive safe module 4 can make cities productive reduce inequality module 5 can improve human development cities module 6 can provide universal urban services infrastructure module 7 can urban environment protected cities made resilient module 8 can cities urban areas governed better make sustainable module 9 can enable implement change,3
164,Globalization: Past and Future,policy coherence,,age internet highly interconnected supply chains mass migration societies feel closely linked ever really case age internet highly interconnected supply chains mass migration societies feel closely linked ever really case trade sea fourth industrial revolution value shared global vision ethics nations pushing progress dominating global economy module 1 waves globalization history module 2 ocean based globalization 1500 1800 module 3 anglo american world 1800 2000 module 4 new globalization,2
