id,titles,category,description,major_categ,au_category
183,taking the entrepreneurship route,reflexivity and adaptation,course gives aspiring young entrepreneurs clear understanding path entrepreneurship risks rewards entrepreneur well business start process young men women  benefit enhancing entrepreneurial mindset developing skills identify act opportunities course part itc youth trade initiative aimed fostering inclusion young entrepreneurs international markets global value chains ultimate objective creating jobs income opportunities download syllabus course gives aspiring young entrepreneurs clear understanding path entrepreneurship risks rewards entrepreneur well business start process young men women  benefit enhancing entrepreneurial mindset developing skills identify act opportunities course part itc youth trade initiative aimed fostering inclusion young entrepreneurs international markets global value chains ultimate objective creating jobs income opportunities learning objectives understand risks rewards taking entrepreneurship route identify role entrepreneur conceptualize entrepreneurship process formulate business opportunity assessment decide whether act identified business idea produce business model canvas document company s value proposition infrastructure customers finances,4,un
187,the executive diploma,democratic institutions,unitar s executive diploma stands programme tailored prepare diplomats actors including private sector excel creating solutions international level scaling challenges new realities 21st century executive diploma blended program envisioned take place 3 online modules 5 person modules due evolving situation surrounding covid 19 necessary programme  converted online format programme  run november 2021 august 2022 estimated duration <U+613C><U+3E30>diploma approximately<U+613C><U+3E30>120 hours <U+613C><U+3E30>96<U+613C><U+3E30>hours teaching 25 individual research admissions requirements include bachelor s degree 2 3 years relevant professional experience proficiency english participants  engage simulation exercises programme assessed trainers according learning objectives session sessions  topics negotiation public speaking diplomatic protocol many finally participants  submit final research paper 3 000 5 000 words chosen theme covered course related multilateral diplomacy resource persons selected deliver executive diploma experts fields international relations diplomatic practice international law academic international circles including practitioners within outside un system download syllabus unitar s executive diploma stands programme tailored prepare diplomats actors including private sector excel creating solutions international level scaling challenges new realities 21st century executive diploma blended program envisioned take place 3 online modules 5 person modules due evolving situation surrounding covid 19 necessary programme  converted online format programme  run november 2021 august 2022 estimated duration <U+613C><U+3E30>diploma approximately<U+613C><U+3E30>120 hours <U+613C><U+3E30>96<U+613C><U+3E30>hours teaching 25 individual research admissions requirements include bachelor s degree 2 3 years relevant professional experience proficiency english participants  engage simulation exercises programme assessed trainers according learning objectives session sessions  topics negotiation public speaking diplomatic protocol many finally participants  submit final research paper 3 000 5 000 words chosen theme covered course related multilateral diplomacy resource persons selected deliver executive diploma experts fields international relations diplomatic practice international law academic international circles including practitioners within outside un system target audience primary target audience executive diploma international diplomatic community geneva diploma also open interested participants unitar  make selection based applications received executive diploma attracted candidates ranging diplomats based geneva locations practitioners international arena including businesspersons academics entrepreneurs trade officers humanitarian workers primary target audience executive diploma international diplomatic community geneva diploma also open interested participants unitar  make selection based applications received executive diploma attracted candidates ranging diplomats based geneva locations practitioners international arena including businesspersons academics entrepreneurs trade officers humanitarian workers learning objectives individual workshop  specific set learning objectives learning objectives diploma whole follows develop critical understanding contemporary bilateral multilateral diplomacy challenges demonstrate comprehensive substantive practical knowledge united nations system digital diplomacy diplomatic protocol conference diplomacy multilateral negotiation etc critically evaluate strengths weaknesses related negotiation skills techniques drafting negotiating adopting un resolutions leadership skills public speaking communication produce research paper extends beyond theoretical content workshop relates participants professional work perform efficiently effectively bilateral multilateral working environments increased confidence individual workshop  specific set learning objectives learning objectives diploma whole follows,3,un
188,the gender statistics toolkit,reflexivity and adaptation,course participants  oriented best practices issues planning gathering sharing unbiased gender statistics can used basis informed decision making policy programme formulation monitoring toolkit structured around four modules include final quiz gender statistics online training toolkit consists four modules covering following areas module 1 introduction gender statistics module 2 planning gender statistics module 3 producing gender statistics module divided two parts 3a 3b time use survey module 4 communicating using gender statistics tool change order take training user create account platform enroll course module ends quiz learner needs pass order successfully complete whole course upon completion course filling evaluation form user  able issue downloadable certificate completion name toolkit also resource centre reading bottom appropriate courses training can part facilitated course e g pre work can used self learning tool modules can taken independently please note order obtain certificate four modules must producers official statistics levels course participants  oriented best practices issues planning gathering sharing unbiased gender statistics can used basis informed decision making policy programme formulation monitoring toolkit structured around four modules include final quiz gender statistics online training toolkit consists four modules covering following areas order take training user create account platform enroll course module ends quiz learner needs pass order successfully complete whole course upon completion course filling evaluation form user  able issue downloadable certificate completion name toolkit also resource centre reading bottom appropriate courses training can part facilitated course e g pre work can used self learning tool modules can taken independently please note order obtain certificate four modules must producers official statistics levels target audience training intended various type users including producers users official statistics levels well trainers trainees statistical institutes training centres followings <U+613C><U+3E30> 1 producers official statistics levels nsos line ministries departments agencies provincial district offices responsible compiling statistics dissemination use programming designing policy interventions 2 users statistics planners monitoring evaluation officials civil society organizations gender activists 3 trainers statistical institutes training centers training intended various type users including producers users official statistics levels well trainers trainees statistical institutes training centres followings <U+613C><U+3E30> 1 producers official statistics levels 2 users statistics 3 trainers statistical institutes training centers,4,un
192,the un country team leadership course,policy coherence,amidst disruption global uncertainty facing world today global dialogue action critical ever context virtual un summer academy  address key challenges achievement 2030 agenda sustainable development explore collaborations global local level address 2021 virtual un summer academy builds rich legacy succesful virtual edition 2020 well <U+613C><U+3E30>eight face face editions <U+613C><U+3E30> previous editions academy combines academic rigour cutting edge thinking providing participants unparalleled learning networking opportunities facilitates fosters dialogue thought action leaders currently working towards implementation 2030 agenda paris agreement participants  explore transformative approaches required implementation 2030 agenda share concrete examples practices diverse country contexts stakeholder perspectives time virtual edition capitalizes additional opportunities offered online format experiential learning methodologies participants  engage wide range expert inputs well peer peer learning knowledge exchange collaborative co creation thanks generous support state north rhine westphalia course offered reduced price 500 moreover order offer highly qualified candidates possibility participate un summer academy state north rhine westphalia funding 62 full scholarships covering fees five day online learning event deadline scholarship applications <U+613C><U+3E30>30 june 2021 can find details apply<U+613C><U+3E30> amidst disruption global uncertainty facing world today global dialogue action critical ever context virtual un summer academy  address key challenges achievement 2030 agenda sustainable development explore collaborations global local level address 2021 virtual un summer academy builds rich legacy succesful virtual edition 2020 well <U+613C><U+3E30>eight face face editions <U+613C><U+3E30> previous editions academy combines academic rigour cutting edge thinking providing participants unparalleled learning networking opportunities facilitates fosters dialogue thought action leaders currently working towards implementation 2030 agenda paris agreement participants  explore transformative approaches required implementation 2030 agenda share concrete examples practices diverse country contexts stakeholder perspectives time virtual edition capitalizes additional opportunities offered online format experiential learning methodologies participants  engage wide range expert inputs well peer peer learning knowledge exchange collaborative co creation thanks generous support state north rhine westphalia course offered reduced price 500 moreover order offer highly qualified candidates possibility participate un summer academy state north rhine westphalia funding 62 full scholarships covering fees five day online learning event deadline scholarship applications <U+613C><U+3E30>30 june 2021 can find details apply<U+613C><U+3E30> target audience un staff national local government representatives civil society representatives academics private sector representatives well select number master s post graduate students applicants  selected basis professional academic profile motivation statement time requirements <U+613C><U+3E30> detailed course methodology section synchronous course participants  expected online four five specified hours five days exact times  shared successful applicants shortly course begins unssc  offer two time windows participants can select window <U+613C><U+3E30>either<U+613C><U+3E30>10 00 m 4 00 p m cest<U+613C><U+3E30><U+613C><U+3E30>2 00 p m 8 00 p m cest technical requirements <U+613C><U+3E30> take participate online training participants  need access desktop pc laptop internet connection well functioning webcam microphone speakers internet speed volume sufficient four five hours video conferencing day due interactive applied format academy possible participate using mobile device details technical requirements  shared successful applicants shortly course begins un staff national local government representatives civil society representatives academics private sector representatives well select number master s post graduate students applicants  selected basis professional academic profile motivation statement time requirements <U+613C><U+3E30> detailed course methodology section synchronous course participants  expected online four five specified hours five days exact times  shared successful applicants shortly course begins unssc  offer two time windows participants can select window <U+613C><U+3E30>either<U+613C><U+3E30>10 00 m 4 00 p m cest<U+613C><U+3E30><U+613C><U+3E30>2 00 p m 8 00 p m cest technical requirements <U+613C><U+3E30> take participate online training participants  need access desktop pc laptop internet connection well functioning webcam microphone speakers internet speed volume sufficient four five hours video conferencing day due interactive applied format academy possible participate using mobile device details technical requirements  shared successful applicants shortly course begins learning objectives upon successful completion un summer academy participants  demonstrate sound understanding key notions underpinning 2030 agenda sustainable development paris agreement climate change demonstrate improved understanding key challenges opportunities facing multilateral development system key actions global local levels drive future want benefitted unparalleled networking opportunities demonstrate increased awareness role different development partners received exposure good practices area sustainable development local level upon successful completion un summer academy participants,4,un
193,the un sustainable development cooperation framework,participation,"un sustainable development cooperation framework  un sustainable development cooperation framework u 00a0   core instrument  providing  coherent strategic direction  un development activities   un entities  country level  self paced online course u 00a0 jointly designed   un development coordination office   un system staff college equips u 00a0 u 00a0   thorough understanding  u 00a0  application   u 00a0 2019 un sustainable development cooperation framework guidance upon successful completion   course  u 00a0  able  u 00a0 

identify  requirements   unsdcf    important planning  implementation instrument  un development activities within countries u 00a0 
	articulate  new elements   unsdcf u 00a0 
  u 00a0 unsdcf u 00a0 online course comprises  following 

five u 00a0 interactive self paced modules detailing key stages   design  implementation  u 00a0  u 00a0 unsdcf u 00a0 
	 individual reflection exercise u 00a0 
	 graded final assessment
 lesson u 00a0 1 setting  u 00a0 stage u 00a0 
	lesson u 00a0 2 u 00a0 planning roadmap  u 00a0 common country analysis u 00a0 cca u 00a0 
	lesson u 00a0 3 u 00a0 unsdcf design  development u 00a0 u 00a0 
	lesson u 00a0 4 u 00a0 preparing  implementation unct configuration unsdcf signature  u 00a0 funding framework u 00a0 
	lesson u 00a0 5 u 00a0 implementation monitoring learning  evaluation u 00a0 
  unsdcf online course  now open  un  non un audiences free",1,un
194,the women ict frontier initiative (wifi),participation,"women ict frontier initiative wifi flagship programme aims  promote women s entrepreneurship  asia   pacific  enhancing capabilities  women entrepreneurs  ict  entrepreneurship      enterprises can become  productive  hopefully grow   sustainable    can actively contribute  community development  well    local  national economy 
 wifi programme  officially launched  9 10 june 2016  korea   regional forum  examined  state   art  ictd capacity building  asia   pacific  develop  appropriate regional  national capacity development  support   2030 agenda  sustainable development 
											
							download syllabus
							
									  women ict frontier initiative wifi flagship programme aims  promote women s entrepreneurship  asia   pacific  enhancing capabilities  women entrepreneurs  ict  entrepreneurship      enterprises can become  productive  hopefully grow   sustainable    can actively contribute  community development  well    local  national economy  wifi programme  officially launched  9 10 june 2016  korea   regional forum  examined  state   art  ictd capacity building  asia   pacific  develop  appropriate regional  national capacity development  support   2030 agenda  sustainable development 
					target audience
					women entrepreneurs 
				 women entrepreneurs 
					learning objectives
					 promote women s entrepreneurship  asia   pacific  enhancing capabilities  women entrepreneurs  ict  entrepreneurship 
				  promote women s entrepreneurship  asia   pacific  enhancing capabilities  women entrepreneurs  ict  entrepreneurship",1,un
196,trainfortrade e-learn course on international merchandise trade statistics,reflexivity and adaptation,"trainfortrade e learning course  imts  developed  produced jointly  unsd unctad  wto  close collaboration   inter agency task force  international trade statistics  2018  objective   provide  globally accessible  rather complete training material   involved   collection compilation analysis  dissemination  international merchandise trade statistics imts    course  annually organized  meet  needs  technical assistance   compilation  imts  contributes  address  aims  goal 17   2030 agenda  sustainable development  year    conducted  16 march  24 april 
											
							download syllabus
							
									 
					target audience
					 course  designed mainly  trade data compilers  statisticians working  national statistical offices nsos central banks ministry  trade   customs administration offices however users  trade data e g u 00a0 professionals involved  trade negotiations  analysts working  ministries  foreign affairs agriculture transport energy chamber  commerce industry etcetera can also benefit   course 
				 
					learning objectives
					main goals   course   enhance statisticians ability  apply   recent internationally agreed recommendations  imts define best possible data sources set  adequate  enforce existing collection systems  enhance statistics compilation  production processes  course focuses   following topics conceptual framework institutional arrangement production  compilation metadata  quality dissemination  analysis  new areas  work furthermore  course emphasizes  importance  quality metadata timely dissemination  links  economic analysis  national policy objectives  course enhances trainees capacity  make better use   internationally agreed guidance especially  imts concepts  definitions 2010   related compilers manual 
				 main goals   course   enhance statisticians ability  apply   recent internationally agreed recommendations  imts define best possible data sources set  adequate  enforce existing collection systems  enhance statistics compilation  production processes  course focuses   following topics conceptual framework institutional arrangement production  compilation metadata  quality dissemination  analysis  new areas  work furthermore  course emphasizes  importance  quality metadata timely dissemination  links  economic analysis  national policy objectives  course enhances trainees capacity  make better use   internationally agreed guidance especially  imts concepts  definitions 2010   related compilers manual",4,un
199,"transparency, accountability and ethics in public institutions",democratic institutions,"u 00a0 u 00a0 u 00a0 learning outcomes content  structure u 00a0 syllabus u 200b u 00a0  toolkit consists  18 modules  can  facilitated   five day training modules u 00a0 can  presented  full  partially independent      customizable u 00a0 meaning  can  adjusted   sociocultural  geographic context   training u 00a0  delivered 
 u 200b 
fundamentals  ethics  public integritywelcome course introductionmodule 1    world without corruption look module 2 essentials  ethics  public integritymodule 3 transparency  accountabilitymodule 4 understanding  assessing corruptionmodule 5 international frameworks  integrity  anti corruption
ethics  public integrity   institutional  policy levelmodule 6 oversight u 00a0 institutionsmodule 7 social accountability mechanismsmodule 8 integrity codesmodule 9 managing conflict  interestmodule 10 whistleblowing
organizational change  enhanced ethics  integritymodule 11 staff management  developing capacities  integritymodule 12 creating  organizational culture  ethics  integritymodule 13 transparent u 00a0 public procurement
individual ethical behaviormodule 14 ethical leadershipmodule 15 assessing personal vis e0 vis organizational valuesmodule 16 behavioral insights  staff incentivesmodule 17   promote desired behavioral change 
strategy  action plans  enhanced ethics  public integrity u 200b module 18 developing  strategy roadmap  action plan  enhanced ethics  public integrity 
trainer s manual targeted audience
national experts government officials academics un country teams  others additional informationterms  conditions  use   curriculum  governance   u 00a0 sdgsvideo   toolkitfeedback survey
 training toolkit  free  charge     questions   toolkit please send us  email  unpan un org",3,un
200,un strategic communications for the 2030 agenda,policy coherence,"effective communications can strengthen  un s reputation positioning  ability  inspire action  world needs credible  convincing leaders capable  telling powerful stories  achieve  sustainable development goals sdgs moreover  world needs un practitioners  understand  importance  creating  cohesive effective communications process   aligned   vision  mission   organization  addition  world needs messengers  hope   able  capture people s imagination  offer solutions 
 course  enable  
convey   un development system    help  country achieve  sdgs   point    un u 00a0   right   possible    un  making  difference
plan strategically   impactful dissemination  results selecting  right channels addressing  right audiences  transmitting  right messages
mitigate risks  u 00a0 communicating within  context   emerging  ongoing crisis
create  space  communications   design  delivery  un programmes
help expand partnerships  collaboration within un agencies governments   development partners  advance  sdgs
 effective communications can strengthen  un s reputation positioning  ability  inspire action  world needs credible  convincing leaders capable  telling powerful stories  achieve  sustainable development goals sdgs moreover  world needs un practitioners  understand  importance  creating  cohesive effective communications process   aligned   vision  mission   organization  addition  world needs messengers  hope   able  capture people s imagination  offer solutions  course  enable  
					target audience
					communications officers  associates   un system  un practitioners assigned  un communication focal points  country level
				 communications officers  associates   un system  un practitioners assigned  un communication focal points  country level 
					learning objectives
					  end   course  possess  good understanding  strategic communications communications coordination crisis communications  ways  employ communication tools  advance sustainable development  global  national levels 
understand  global communications strategy   united nations   shift   audience focused impact oriented approach 
gain improved skills  strategic communications    apply    2030 agenda 
  improved understanding  crisis communications reputation management   management  misinformation 
apply  theory  change  communications strategies 
enhance individual communication skills   selected range  areas  professional development  deliver effectively   2030 agenda 
develop  interagency network  un communications professionals  focal points  exchange information  best practices  know    global level 
   end   course  possess  good understanding  strategic communications communications coordination crisis communications  ways  employ communication tools  advance sustainable development  global  national levels",2,un
201,un summer academy,participation,"amidst  disruption  global uncertainty facing  world today global dialogue  action   critical  ever   context  virtual un summer academy  address key challenges   achievement   2030 agenda  sustainable development  explore collaborations   global  local level  address  
 2021 virtual un summer academy builds   rich legacy    succesful virtual edition  2020  well  u 00a0 eight face  face editions u 00a0   previous editions  academy combines academic rigour  cutting edge thinking providing  unparalleled learning  networking opportunities  facilitates  fosters dialogue  thought  action leaders   currently working towards  implementation   2030 agenda   paris agreement participants  explore transformative approaches required  implementation   2030 agenda  share concrete examples  practices  diverse country contexts  stakeholder perspectives 
   time  virtual edition capitalizes   additional opportunities offered   online format  experiential learning methodologies  engage   wide range  expert inputs  well   peer  peer learning knowledge exchange  collaborative co creation 
thanks   generous support   state  north rhine westphalia  course  offered   reduced price  500 
moreover  order  offer highly qualified candidates  possibility  participate   un summer academy  state  north rhine westphalia  funding 62 full scholarships covering fees   five day online learning event  deadline  scholarship applications  u 00a0 30 june 2021  can find  details    apply u 00a0  
									 amidst  disruption  global uncertainty facing  world today global dialogue  action   critical  ever   context  virtual un summer academy  address key challenges   achievement   2030 agenda  sustainable development  explore collaborations   global  local level  address   2021 virtual un summer academy builds   rich legacy    succesful virtual edition  2020  well  u 00a0 eight face  face editions u 00a0   previous editions  academy combines academic rigour  cutting edge thinking providing  unparalleled learning  networking opportunities  facilitates  fosters dialogue  thought  action leaders   currently working towards  implementation   2030 agenda   paris agreement participants  explore transformative approaches required  implementation   2030 agenda  share concrete examples  practices  diverse country contexts  stakeholder perspectives    time  virtual edition capitalizes   additional opportunities offered   online format  experiential learning methodologies  engage   wide range  expert inputs  well   peer  peer learning knowledge exchange  collaborative co creation thanks   generous support   state  north rhine westphalia  course  offered   reduced price  500 moreover  order  offer highly qualified candidates  possibility  participate   un summer academy  state  north rhine westphalia  funding 62 full scholarships covering fees   five day online learning event  deadline  scholarship applications  u 00a0 30 june 2021  can find  details    apply u 00a0  
					target audience
					un staff national  local government representatives civil society representatives academics private sector representatives  well   select number  master s  post graduate students 
applicants   selected   basis   professional academic profile  motivation statement 
time requirements u 00a0  detailed   u 0093 course methodology u 0094 section     synchronous course    expected   online  four five specified hours   five days exact times   shared  successful applicants shortly   course begins  unssc  offer two time windows can select  window  u 00a0 either u 00a0 10 00  m 4 00 p m cest u 00a0  u 00a0 2 00 p m 8 00 p m cest 
technical requirements u 00a0  take participate   online training  need access   desktop pc  laptop   internet connection  well   functioning webcam microphone  speakers internet speed  volume   sufficient  four five hours  video conferencing  day due   interactive  applied format   academy    possible  participate using  mobile device  details  technical requirements   shared  successful applicants shortly   course begins 
				 un staff national  local government representatives civil society representatives academics private sector representatives  well   select number  master s  post graduate students applicants   selected   basis   professional academic profile  motivation statement time requirements u 00a0  detailed   u 0093 course methodology u 0094 section     synchronous course    expected   online  four five specified hours   five days exact times   shared  successful applicants shortly   course begins  unssc  offer two time windows can select  window  u 00a0 either u 00a0 10 00  m 4 00 p m cest u 00a0  u 00a0 2 00 p m 8 00 p m cest technical requirements u 00a0  take participate   online training  need access   desktop pc  laptop   internet connection  well   functioning webcam microphone  speakers internet speed  volume   sufficient  four five hours  video conferencing  day due   interactive  applied format   academy    possible  participate using  mobile device  details  technical requirements   shared  successful applicants shortly   course begins 
					learning objectives
					upon successful completion   un summer academy  
demonstrate  sound understanding   key notions underpinning  2030 agenda  sustainable development   paris agreement  climate change 
demonstrate  improved understanding   key challenges  opportunities facing  multilateral development system  key actions  global  local levels  drive  future  want 
 benefitted  unparalleled networking opportunities  demonstrate  increased awareness   role  different development partners 
 received exposure  good practices   area  sustainable development   local level 
 upon successful completion   un summer academy",1,un
202,un summer academy 2022,participation,"amidst  disruption  global uncertainty facing  world today global dialogue  action   critical  ever   context  virtual un summer academy  address key challenges   achievement   2030 agenda  sustainable development   post covid 19 context particularly   areas  health  well  economic transformation  climate action 
 2022 virtual un summer academy builds   rich legacy   successful virtual editions  2020  2021  well  u 00a0 eight face  face editions u 00a0   previous editions  academy combines academic rigour  cutting edge thinking providing  unparalleled learning  networking opportunities  facilitates  fosters dialogue  thought  action leaders   currently working towards  implementation   2030 agenda   paris agreement participants  explore transformative approaches required   implementation   2030 agenda    share concrete examples  practices  diverse country contexts  stakeholder perspectives 
   time  virtual edition capitalizes   additional opportunities offered   online format  experiential learning methodologies  engage   wide range  expert inputs  well   peer  peer learning knowledge exchange  collaborative co creation 
									 amidst  disruption  global uncertainty facing  world today global dialogue  action   critical  ever   context  virtual un summer academy  address key challenges   achievement   2030 agenda  sustainable development   post covid 19 context particularly   areas  health  well  economic transformation  climate action  2022 virtual un summer academy builds   rich legacy   successful virtual editions  2020  2021  well  u 00a0 eight face  face editions u 00a0   previous editions  academy combines academic rigour  cutting edge thinking providing  unparalleled learning  networking opportunities  facilitates  fosters dialogue  thought  action leaders   currently working towards  implementation   2030 agenda   paris agreement participants  explore transformative approaches required   implementation   2030 agenda    share concrete examples  practices  diverse country contexts  stakeholder perspectives    time  virtual edition capitalizes   additional opportunities offered   online format  experiential learning methodologies  engage   wide range  expert inputs  well   peer  peer learning knowledge exchange  collaborative co creation 
					target audience
					un young professionals national  local government representatives civil society representatives academics private sector representatives  well   select number  doctoral  master s students 
				 un young professionals national  local government representatives civil society representatives academics private sector representatives  well   select number  doctoral  master s students 
					learning objectives
					upon successful completion   un summer academy  
demonstrate  sound understanding   key notions underpinning  2030 agenda  sustainable development   paris agreement  climate change 
demonstrate  improved understanding   key challenges  opportunities facing sustainable development   wake  covid 19
 benefitted  unparalleled networking opportunities  demonstrate  increased awareness   role  different development partners 
 received exposure  good practices  conceptual approaches   area  sustainable development 
 upon successful completion   un summer academy",1,un
203,understanding data and statistics better,reflexivity and adaptation,"course 1 aims  offer  double opportunity   help improve  understanding   better data can help design  effective public policies  ii  brush    core data skills  course covers aspects related   interpretation analysis  presentation  data  direct relevance   sdgs   broadly national  sectoral policies aimed  ensuring sustainable  inclusive development  introduces  topics using concrete examples  data use  public policy context  around  world  course reviews  traditional  non traditional data sources  discusses  uses  well   opportunities  challenges presented   latter  uses  combination  story telling examples videos  hands  exercises  tailor   variety  learners 
  start  course    invited  take  short survey  read  syllabus  course  organized  5 modules module 1 serves   introduction discussing  role  data  evidence based policy making   followed  modules 2  3  aim  strengthen learner s competencies related  interpreting  assessing  fitness  purpose  data  communicating  data telling stories  tables  graphs module 4 provides comprehensive coverage  various data sources  discusses   can  leveraged  policy design module 5 covers  aspects related  use  data  policy formulation  monitoring  evaluation  policy perspective  module  followed   module test    completed 5 modules    invited  take  final assessment  complete  feedback questionnaire 
short introductory survey
module 1 statistical literacy
module 2 interpreting  assessing  fitness  purpose  data
module 3 communicating  data
module 4 data sources  sdg indicators
module 5 policy formulation monitoring  evaluation
final assessment
feedback survey
 1 among persons  provided substantive contributions   development   course  sharleen forbes john harraway helen mcgivallray aniket bhushan vibeke nielsen leandre ngogang wandji  elena proden 
											
							download syllabus
							
									  course 1 aims  offer  double opportunity   help improve  understanding   better data can help design  effective public policies  ii  brush    core data skills  course covers aspects related   interpretation analysis  presentation  data  direct relevance   sdgs   broadly national  sectoral policies aimed  ensuring sustainable  inclusive development  introduces  topics using concrete examples  data use  public policy context  around  world  course reviews  traditional  non traditional data sources  discusses  uses  well   opportunities  challenges presented   latter  uses  combination  story telling examples videos  hands  exercises  tailor   variety  learners   start  course    invited  take  short survey  read  syllabus  course  organized  5 modules module 1 serves   introduction discussing  role  data  evidence based policy making   followed  modules 2  3  aim  strengthen learner s competencies related  interpreting  assessing  fitness  purpose  data  communicating  data telling stories  tables  graphs module 4 provides comprehensive coverage  various data sources  discusses   can  leveraged  policy design module 5 covers  aspects related  use  data  policy formulation  monitoring  evaluation  policy perspective  module  followed   module test    completed 5 modules    invited  take  final assessment  complete  feedback questionnaire 1 among persons  provided substantive contributions   development   course  sharleen forbes john harraway helen mcgivallray aniket bhushan vibeke nielsen leandre ngogang wandji  elena proden 
					target audience
					 course  intended  public officials  charge  sdg policies  well  data producers  anyone interested  learn    role  data  public policy design national statistical offices may also find   useful resource   work aimed  strengthening data skills  data demand   countries decision makers  across line ministries  well    efforts    understanding  data producers  across  national statistical system  beyond   comes  data use  data demand 
				  course  intended  public officials  charge  sdg policies  well  data producers  anyone interested  learn    role  data  public policy design national statistical offices may also find   useful resource   work aimed  strengthening data skills  data demand   countries decision makers  across line ministries  well    efforts    understanding  data producers  across  national statistical system  beyond   comes  data use  data demand 
					learning objectives
					  expected    end   course   better positioned  
explain  importance  timely quality  disaggregated data  informing policies  decisions  support   sdgs 
interpret  assess  fitness  purpose  different sources  data depending   objective  task  hand 
effectively  correctly communicate data  tell  story using tables graphs  maps 
identify potential data sources  among official scientific  new types  data  monitoring sdg indicators using  set  criteria 
discuss  data   used  formulate evidence based policies  conduct m e activities 
   expected    end   course   better positioned",4,un
205,unece gender statistics toolkit,reflexivity and adaptation,"resource provides   tools required  developing  delivering training  gender statistics  purpose   toolkit   support statistical system efforts  increase  understanding  use  gender statistics among government officials  development practitioners 
 toolkit supplies substantive content  use  training workshops including user friendly descriptions  key concepts  real world examples hands  exercises summary handouts  powerpoint presentations  toolkit also offers practical guidance  running  successful workshop  gender statistics complete  step  step planning advice   sample workshop agenda 
 toolkit consists  six thematic modules 

basic skills  gender statistics
measuring  population
measuring work  economic activity
education  training
health
power  decision making  society

 toolkit  available  english  russian  toolkit  developed primarily  countries  eastern europe caucasus  central asia   materials may  downloaded  adapted  use   country 
 learning package  available   public   unece website  includes pdf  powerpoint materials 
									  resource provides   tools required  developing  delivering training  gender statistics  purpose   toolkit   support statistical system efforts  increase  understanding  use  gender statistics among government officials  development practitioners  toolkit supplies substantive content  use  training workshops including user friendly descriptions  key concepts  real world examples hands  exercises summary handouts  powerpoint presentations  toolkit also offers practical guidance  running  successful workshop  gender statistics complete  step  step planning advice   sample workshop agenda  toolkit consists  six thematic modules  toolkit  available  english  russian  toolkit  developed primarily  countries  eastern europe caucasus  central asia   materials may  downloaded  adapted  use   country  learning package  available   public   unece website  includes pdf  powerpoint materials 
					target audience
					 toolkit supports gender focal points   individuals delivering training  gender statistics  toolkit can  used  train  range  audiences including 
statisticians  staff  national statistical offices
data producers  across  national statistical system e g ministry  health education finance 
government officials
politicians    advisors
users  statistics  civil society
academics  researchers
journalists
school  university students
  toolkit supports gender focal points   individuals delivering training  gender statistics  toolkit can  used  train  range  audiences including 
					learning objectives
					 main objective   toolkit   provide facilitators  training  gender statistics  
practical guidance  planning  delivering  training workshop  gender statistics
short straight forward descriptions  real world examples  key concepts related  gender statistics
hands  exercises  use  training workshops
ready made handouts summarizing key points
powerpoint presentations  use  training workshops
 main objectives  toolkit based training  gender statistics  vary according  target audience needs  may include 
increase awareness  understanding  gender statistics
encourage use  gender statistics  policies  programmes
increase capacity  produce  use gender statistics
share national experiences  good practices  producing gender statistics
identify priority areas  future work
  main objective   toolkit   provide facilitators  training  gender statistics   main objectives  toolkit based training  gender statistics  vary according  target audience needs  may include",4,un
206,unido iap,reflexivity and adaptation,industrialization core driver transformational change towards 2030 agenda sdgs hence tracking understanding progress sdg 9 critical unido s mission accelerate inclusive sustainable industrial development isid around world needs reliable statistics data analysis training tailored support capacity building industrial policy use data iap addition sdg 9 industry tracker innovative data tool monitors performance progress towards sdg9 targets nearly 130 economies iap helps build capacity towards evidence based decision making tracking manufacturing value added employment emissions technological progress economies around world iap online data platform however freely accessible https iap unido org industrialization core driver transformational change towards 2030 agenda sdgs hence tracking understanding progress sdg 9 critical unido s mission accelerate inclusive sustainable industrial development isid around world needs reliable statistics data analysis training tailored support capacity building industrial policy use data iap addition sdg 9 industry tracker innovative data tool monitors performance progress towards sdg9 targets nearly 130 economies iap helps build capacity towards evidence based decision making tracking manufacturing value added employment emissions technological progress economies around world iap online data platform however freely accessible https iap unido org target audience governments regulators policymakers academics wider research community industrial development practitioners learning objectives iap serves easily accessible tool can used wide range stakeholders better understand various dimensions industrial development around globe iap aims facilitate enhance conduct class capacity building activities unido partners iap serves easily accessible tool can used wide range stakeholders better understand various dimensions industrial development around globe iap aims facilitate enhance conduct class capacity building activities unido partners,4,un
207,united nations development assistance framework (undaf),participation,united nations development assistance framework undaf undafs  fundamental instruments  providing coherent strategic direction  development activities carried    entities   un system   country level  self paced e learning course  jointly developed   united nations development operations coordination office undoco   united nations system staff college  provide staff   thorough understanding   application   2019 internal guidelines  cooperation frameworks upon completion   training   know  requirements   undaf     important instrument  planning  implementing un development activities   country     able  articulate  elements   new undafs  online training  undafs includes five self paced interactive modules  detail  key steps  designing  implementing  umbrella plan  individual reflection exercise   final exam module 1 background module 2 planning roadmap  common country assessment cca module 3 design  development   un development cooperation framework module 4 implementation preparation un country team configuration un development cooperation framework sign   financing plan module 5 implementation monitoring lessons learned  evaluation,1,un
