"","id","category"
"4230","159","Cambridge, Massachusetts, U.S..mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}42°22'28""N 71°07'01""W<U+FEFF> / <U+FEFF>42.37444°N 71.11694°W<U+FEFF> / 42.37444; -71.11694Coordinates: 42°22'28""N 71°07'01""W<U+FEFF> / <U+FEFF>42.37444°N 71.11694°W<U+FEFF> / 42.37444; -71.11694"
"4231","159","Campus"
"4232","159","Urban, 209 acres (85 ha)"
"4233","159","Language"
"4234","159","Mostly English"
"4235","159","Newspaper"
"4236","159","The Harvard Crimson"
"4237","159","Colors"
"4238","159",".mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}  Crimson[4]"
"4239","159","Nickname"
"4240","159","Harvard Crimson"
"4241","159","Sporting affiliations"
"4242","159","NCAA Division I – Ivy League"
"4243","159","Mascot"
"4244","159","John Harvard"
"4245","159","Website"
"4246","159","www.harvard.edu"
"4247","160","Former names"
"4248","160","Harvard College"
"4249","160","Motto"
"4250","160","Veritas (Latin)[1]"
"4251","160","Motto in English"
"4252","160","Truth"
"4253","160","Type"
"4254","160","Private research university"
"4255","160","Established"
"4256","160","1636; 386 years ago (1636)[2]"
"4257","160","Founder"
"4258","160","Massachusetts General Court"
"4259","160","Accreditation"
"4260","160","NECHE"
"4261","160","Academic affiliations"
"4262","160","NAICUAICUMAAUURASpace-grant"
"4263","160","Endowment"
"4264","160","$53.2 billion (2021)[3]"
"4265","160","President"
"4266","160","Lawrence Bacow"
"4267","160","Provost"
"4268","160","Alan Garber"
"4269","160","Academic staff"
"4270","160","~2,400 faculty members (and >10,400 academic appointments in affiliated teaching hospitals)[4]"
"4271","160","Students"
"4272","160","19,218 (Fall 2020)[5]"
"4273","160","Undergraduates"
"4274","160","5,222 (Fall 2020)[5]"
"4275","160","Postgraduates"
"4276","160","13,996 (Fall 2020)[5]"
"4277","160","Location"
"4278","160","Cambridge, Massachusetts, U.S..mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}42°22'28""N 71°07'01""W<U+FEFF> / <U+FEFF>42.37444°N 71.11694°W<U+FEFF> / 42.37444; -71.11694Coordinates: 42°22'28""N 71°07'01""W<U+FEFF> / <U+FEFF>42.37444°N 71.11694°W<U+FEFF> / 42.37444; -71.11694"
"4279","160","Campus"
"4280","160","Urban, 209 acres (85 ha)"
"4281","160","Language"
"4282","160","Mostly English"
"4283","160","Newspaper"
"4284","160","The Harvard Crimson"
"4285","160","Colors"
"4286","160",".mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}  Crimson[4]"
"4287","160","Nickname"
"4288","160","Harvard Crimson"
"4289","160","Sporting affiliations"
"4290","160","NCAA Division I – Ivy League"
"4291","160","Mascot"
"4292","160","John Harvard"
"4293","160","Website"
"4294","160","www.harvard.edu"
"4295","161","Former names"
"4296","161","King's College(1754–1784)Columbia College(1784–1896)[1]: 53–60 "
"4297","161","Motto"
"4298","161","In lumine Tuo videbimus lumen (Latin)"
"4299","161","Motto in English"
"4300","161","In Thy light shall we see light[2]"
"4301","161","Type"
"4302","161","Royal (1754–1776)Private research university (1776–present)"
"4303","161","Established"
"4304","161","May 25, 1754; 267 years ago (1754-05-25)"
"4305","161","Accreditation"
"4306","161","MSCHE"
"4307","161","Academic affiliations"
"4308","161","AAUURA568 GroupNAICUSpace-grant"
"4309","161","Endowment"
"4310","161","$14.35 billion (2021)[3]"
"4311","161","President"
"4312","161","Lee Bollinger"
"4313","161","Provost"
"4314","161","Mary Cunningham Boyce"
"4315","161","Academic staff"
"4316","161","4,370[4]"
"4317","161","Students"
"4318","161","33,413 (Fall 2019)[5]"
"4319","161","Undergraduates"
"4320","161","6,398 (Fall 2019)[n 1][5]"
"4321","161","Postgraduates"
"4322","161","24,412 (Fall 2019)[5]"
"4323","161","Location"
"4324","161","New York, New York, U.S..mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}40°48'27""N 73°57'43""W<U+FEFF> / <U+FEFF>40.80750°N 73.96194°W<U+FEFF> / 40.80750; -73.96194Coordinates: 40°48'27""N 73°57'43""W<U+FEFF> / <U+FEFF>40.80750°N 73.96194°W<U+FEFF> / 40.80750; -73.96194"
"4325","161","Campus"
"4326","161","Urban, total 299 acres (1.21 km2)"
"4327","161","Newspaper"
"4328","161","Columbia Daily Spectator"
"4329","161","Colors"
"4330","161",".mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}    Columbia blue and white[8]"
"4331","161","Nickname"
"4332","161","Columbia Lions"
"4333","161","Sporting affiliations"
"4334","161","NCAA Division I FCS – Ivy LeagueEARCMAISA"
"4335","161","Mascot"
"4336","161","Roar-ee the Lion"
"4337","161","Website"
"4338","161","columbia.edu"
"4339","162","Former names"
"4340","162","King's College(1754–1784)Columbia College(1784–1896)[1]: 53–60 "
"4341","162","Motto"
"4342","162","In lumine Tuo videbimus lumen (Latin)"
"4343","162","Motto in English"
"4344","162","In Thy light shall we see light[2]"
"4345","162","Type"
"4346","162","Royal (1754–1776)Private research university (1776–present)"
"4347","162","Established"
"4348","162","May 25, 1754; 267 years ago (1754-05-25)"
"4349","162","Accreditation"
"4350","162","MSCHE"
"4351","162","Academic affiliations"
"4352","162","AAUURA568 GroupNAICUSpace-grant"
"4353","162","Endowment"
"4354","162","$14.35 billion (2021)[3]"
"4355","162","President"
"4356","162","Lee Bollinger"
"4357","162","Provost"
"4358","162","Mary Cunningham Boyce"
"4359","162","Academic staff"
"4360","162","4,370[4]"
"4361","162","Students"
"4362","162","33,413 (Fall 2019)[5]"
"4363","162","Undergraduates"
"4364","162","6,398 (Fall 2019)[n 1][5]"
"4365","162","Postgraduates"
"4366","162","24,412 (Fall 2019)[5]"
"4367","162","Location"
"4368","162","New York, New York, U.S..mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}40°48'27""N 73°57'43""W<U+FEFF> / <U+FEFF>40.80750°N 73.96194°W<U+FEFF> / 40.80750; -73.96194Coordinates: 40°48'27""N 73°57'43""W<U+FEFF> / <U+FEFF>40.80750°N 73.96194°W<U+FEFF> / 40.80750; -73.96194"
"4369","162","Campus"
"4370","162","Urban, total 299 acres (1.21 km2)"
"4371","162","Newspaper"
"4372","162","Columbia Daily Spectator"
"4373","162","Colors"
"4374","162",".mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}    Columbia blue and white[8]"
"4375","162","Nickname"
"4376","162","Columbia Lions"
"4377","162","Sporting affiliations"
"4378","162","NCAA Division I FCS – Ivy LeagueEARCMAISA"
"4379","162","Mascot"
"4380","162","Roar-ee the Lion"
"4381","162","Website"
"4382","162","columbia.edu"
"4383","163","Motto"
"4384","163","Latin: Lucem sequimur"
"4385","163","Motto in English"
"4386","163","We Follow The Light"
"4387","163","Type"
"4388","163","Public"
"4389","163","Established"
"4390","163","1838 - St Luke's College1855 - Exeter School of Art1863 - Exeter School of Science 1955 - University of Exeter (received royal charter)"
"4391","163","Endowment"
"4392","163","£49.5 million (2021)[1]"
"4393","163","Budget"
"4394","163","£503.1 million (2020-21)[1]"
"4395","163","Chancellor"
"4396","163","Sir Michael Barber"
"4397","163","Vice-Chancellor"
"4398","163","Lisa Roberts"
"4399","163","Visitor"
"4400","163","Elizabeth II ex officio"
"4401","163","Academic staff"
"4402","163","3,145 (2020) [2]"
"4403","163","Administrative staff"
"4404","163","2,647 (2018/19)[3]"
"4405","163","Students"
"4406","163","23,613 (2018/19)"
"4407","163","Undergraduates"
"4408","163","18,932 (2018/19)"
"4409","163","Postgraduates"
"4410","163","4,681 (2018/19)"
"4411","163","Location"
"4412","163","Exeter, DevonPenryn, Cornwall, England.mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}50°44'11""N 3°32'04""W<U+FEFF> / <U+FEFF>50.736509°N 3.534422°W<U+FEFF> / 50.736509; -3.534422Coordinates: 50°44'11""N 3°32'04""W<U+FEFF> / <U+FEFF>50.736509°N 3.534422°W<U+FEFF> / 50.736509; -3.534422"
"4413","163","Campus"
"4414","163","Streatham – 350 acres (140 ha)[4]Penryn – 70 acres (28 ha)[5]
St Luke's – 16 acres (6.5 ha)"
"4415","163","Colours"
"4416","163","Green and white  
 
  
  
  
  
 
 "
"4417","163","Affiliations"
"4418","163","Russell GroupUniversities UKEUAACUAMBASETsquaredGW4"
"4419","163","Website"
"4420","163","exeter.ac.uk"
"4421","163","Complete (2022)[63]"
"4422","163","13"
"4423","163","Guardian (2022)[64]"
"4424","163","15"
"4425","163","Times / Sunday Times (2022)[65]"
"4426","163","21"
"4427","163","ARWU (2021)[66]"
"4428","163","151–200"
"4429","163","CWTS Leiden (2021)[67]"
"4430","163","31"
"4431","163","QS (2022)[68]"
"4432","163","149"
"4433","163","THE (2022)[69]"
"4434","163","143"
"4435","163","Teaching Excellence Framework[70]"
"4436","163","Gold"
"4437","164","Type"
"4438","164","Public"
"4439","164","Established"
"4440","164","July 1950; 71 years ago (July 1950)"
"4441","164","Administrative staff"
"4442","164","11,590"
"4443","164","Undergraduates"
"4444","164","189,822"
"4445","164","Location"
"4446","164","Cairo, Egypt"
"4447","164","Campus"
"4448","164","Abbassia, Cairo"
"4449","164","Website"
"4450","164","www.asu.edu.eg"
"4451","164","ARWU World[6]"
"4452","164","701-800 (2021)"
"4453","164","CWUR World[7]"
"4454","164","794 (2020-2021)"
"4455","164","CWTS World[8]"
"4456","164","564 (2021)"
"4457","164","QS World[9]"
"4458","164","801-1000 (2021)"
"4459","164","THE World[10]"
"4460","164","1001–1200 (2022)"
"4461","164","USNWR Global[11]"
"4462","164","619 (2022)"
"4463","164","THE Africa[12]"
"4464","164","=33 (2021)"
"4465","164","USNWR Africa[13]"
"4466","164","13 (2022)"
"4467","164","ARWU National[citation needed]"
"4468","164","3 (2021)"
"4469","164","CWTS National[8]"
"4470","164","2 (2020)"
"4471","164","CWUR National[7]"
"4472","164","2 (2020-21)"
"4473","164","QS National[9]"
"4474","164","3 (2021)"
"4475","164","THE National[10]"
"4476","164","13 (2021)"
"4477","164","USNWR National[11]"
"4478","164","3 (2021)"
"4479","165","Type"
"4480","165","Public"
"4481","165","Established"
"4482","165","July 1950; 71 years ago (July 1950)"
"4483","165","Administrative staff"
"4484","165","11,590"
"4485","165","Undergraduates"
"4486","165","189,822"
"4487","165","Location"
"4488","165","Cairo, Egypt"
"4489","165","Campus"
"4490","165","Abbassia, Cairo"
"4491","165","Website"
"4492","165","www.asu.edu.eg"
"4493","165","ARWU World[6]"
"4494","165","701-800 (2021)"
"4495","165","CWUR World[7]"
"4496","165","794 (2020-2021)"
"4497","165","CWTS World[8]"
"4498","165","564 (2021)"
"4499","165","QS World[9]"
"4500","165","801-1000 (2021)"
"4501","165","THE World[10]"
"4502","165","1001–1200 (2022)"
"4503","165","USNWR Global[11]"
"4504","165","619 (2022)"
"4505","165","THE Africa[12]"
"4506","165","=33 (2021)"
"4507","165","USNWR Africa[13]"
"4508","165","13 (2022)"
"4509","165","ARWU National[citation needed]"
"4510","165","3 (2021)"
"4511","165","CWTS National[8]"
"4512","165","2 (2020)"
"4513","165","CWUR National[7]"
"4514","165","2 (2020-21)"
"4515","165","QS National[9]"
"4516","165","3 (2021)"
"4517","165","THE National[10]"
"4518","165","13 (2021)"
"4519","165","USNWR National[11]"
"4520","165","3 (2021)"
"4521","166","Former names"
"4522","166","<U+0391><U+03BD><U+03C9>t<U+03AC>t<U+03B7> S<U+03C7><U+03BF><U+03BB><U+03AE> <U+0395>µp<U+03BF><U+03C1><U+03B9><U+03BA><U+03CE><U+03BD> Sp<U+03BF><U+03C5>d<U+03CE><U+03BD><U+0391>S<U+039F><U+0395><U+0395>/ASOEE (<U+0391><U+03BD><U+03C9>t<U+03AC>t<U+03B7> S<U+03C7><U+03BF><U+03BB><U+03AE> <U+039F><U+03B9><U+03BA><U+03BF><U+03BD><U+03BF>µ<U+03B9><U+03BA><U+03CE><U+03BD> <U+03BA>a<U+03B9> <U+0395>µp<U+03BF><U+03C1><U+03B9><U+03BA><U+03CE><U+03BD> <U+0395>p<U+03B9>st<U+03B7>µ<U+03CE><U+03BD>)"
"4523","166","Type"
"4524","166","PublicGreece University SystemHigher Education Institution"
"4525","166","Established"
"4526","166","1920"
"4527","166","Chancellor"
"4528","166","Dimitris Bourantonis"
"4529","166","Vice-Chancellor"
"4530","166","
of Academic Affairs and Personnel:Vasilios Vasdekis

of Research and Lifelong Learning:Georgios Lekakos

of Financial Planning and Infrastructure:Konstantinos Drakos

of International Cooperation and Development:
Vasilios Papadakis"
"4531","166","Students"
"4532","166","3,000 per year[citation needed]"
"4533","166","Undergraduates"
"4534","166","1,800 per year[citation needed]"
"4535","166","Postgraduates"
"4536","166","1,200 per year[citation needed]"
"4537","166","Location"
"4538","166","Athens, GreeceCoordinates: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}37°59'38""N 23°43'56""E<U+FEFF> / <U+FEFF>37.99389°N 23.73222°E<U+FEFF> / 37.99389; 23.73222"
"4539","166","Colours"
"4540","166","Dark red and white .mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}  "
"4541","166","Website"
"4542","166","www.aueb.gr"
"4543","167","Motto"
"4544","167","Pax optima rerum"
"4545","167","Motto in English"
"4546","167","Peace is the greatest good"
"4547","167","Type"
"4548","167","Public"
"4549","167","Established"
"4550","167","1665; 357 years ago (1665)"
"4551","167","Budget"
"4552","167","€ 167.1 million[1]"
"4553","167","President"
"4554","167","Simone Fulda [de]"
"4555","167","Academic staff"
"4556","167","1,162[2]"
"4557","167","Administrative staff"
"4558","167","1,129[2]"
"4559","167","Students"
"4560","167","26,735[3]"
"4561","167","Location"
"4562","167","Kiel, Schleswig-Holstein, Germany"
"4563","167","Campus"
"4564","167","Urban"
"4565","167","Colors"
"4566","167","Purple and white.mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}   "
"4567","167","Website"
"4568","167","www.uni-kiel.de"
"4569","168","Motto"
"4570","168","Pax optima rerum"
"4571","168","Motto in English"
"4572","168","Peace is the greatest good"
"4573","168","Type"
"4574","168","Public"
"4575","168","Established"
"4576","168","1665; 357 years ago (1665)"
"4577","168","Budget"
"4578","168","€ 167.1 million[1]"
"4579","168","President"
"4580","168","Simone Fulda [de]"
"4581","168","Academic staff"
"4582","168","1,162[2]"
"4583","168","Administrative staff"
"4584","168","1,129[2]"
"4585","168","Students"
"4586","168","26,735[3]"
"4587","168","Location"
"4588","168","Kiel, Schleswig-Holstein, Germany"
"4589","168","Campus"
"4590","168","Urban"
"4591","168","Colors"
"4592","168","Purple and white.mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}   "
"4593","168","Website"
"4594","168","www.uni-kiel.de"
"4595","169","Abbreviation"
"4596","169","GEOMAR"
"4597","169","Formation"
"4598","169","2012"
"4599","169","Type"
"4600","169","Nonprofit research organization"
"4601","169","Purpose"
"4602","169","Marine research"
"4603","169","Headquarters"
"4604","169","Kiel, Germany"
"4605","169","Region served "
"4606","169","Worldwide"
"4607","169","Membership  "
"4608","169","Helmholtz AssociationDeutsches Forschungsbohrkonsortium[1]FishBase Consortium[2]"
"4609","169","Affiliations"
"4610","169","University of Kiel[3]"
"4611","169","Budget  "
"4612","169","€ 72 million[4]"
"4613","169","Staff  "
"4614","169","about 950 (scientists plus supporting staff)"
"4615","169","Website"
"4616","169","http://www.geomar.de/en/"
"4617","170","Motto"
"4618","170","Pax optima rerum"
"4619","170","Motto in English"
"4620","170","Peace is the greatest good"
"4621","170","Type"
"4622","170","Public"
"4623","170","Established"
"4624","170","1665; 357 years ago (1665)"
"4625","170","Budget"
"4626","170","€ 167.1 million[1]"
"4627","170","President"
"4628","170","Simone Fulda [de]"
"4629","170","Academic staff"
"4630","170","1,162[2]"
"4631","170","Administrative staff"
"4632","170","1,129[2]"
"4633","170","Students"
"4634","170","26,735[3]"
"4635","170","Location"
"4636","170","Kiel, Schleswig-Holstein, Germany"
"4637","170","Campus"
"4638","170","Urban"
"4639","170","Colors"
"4640","170","Purple and white.mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}   "
"4641","170","Website"
"4642","170","www.uni-kiel.de"
"4643","171","Motto"
"4644","171","Pax optima rerum"
"4645","171","Motto in English"
"4646","171","Peace is the greatest good"
"4647","171","Type"
"4648","171","Public"
"4649","171","Established"
"4650","171","1665; 357 years ago (1665)"
"4651","171","Budget"
"4652","171","€ 167.1 million[1]"
"4653","171","President"
"4654","171","Simone Fulda [de]"
"4655","171","Academic staff"
"4656","171","1,162[2]"
"4657","171","Administrative staff"
"4658","171","1,129[2]"
"4659","171","Students"
"4660","171","26,735[3]"
"4661","171","Location"
"4662","171","Kiel, Schleswig-Holstein, Germany"
"4663","171","Campus"
"4664","171","Urban"
"4665","171","Colors"
"4666","171","Purple and white.mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}   "
"4667","171","Website"
"4668","171","www.uni-kiel.de"
"4669","172","Motto"
"4670","172","Pax optima rerum"
"4671","172","Motto in English"
"4672","172","Peace is the greatest good"
"4673","172","Type"
"4674","172","Public"
"4675","172","Established"
"4676","172","1665; 357 years ago (1665)"
"4677","172","Budget"
"4678","172","€ 167.1 million[1]"
"4679","172","President"
"4680","172","Simone Fulda [de]"
"4681","172","Academic staff"
"4682","172","1,162[2]"
"4683","172","Administrative staff"
"4684","172","1,129[2]"
"4685","172","Students"
"4686","172","26,735[3]"
"4687","172","Location"
"4688","172","Kiel, Schleswig-Holstein, Germany"
"4689","172","Campus"
"4690","172","Urban"
"4691","172","Colors"
"4692","172","Purple and white.mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}   "
"4693","172","Website"
"4694","172","www.uni-kiel.de"
"4695","173","Motto"
"4696","173","Pax optima rerum"
"4697","173","Motto in English"
"4698","173","Peace is the greatest good"
"4699","173","Type"
"4700","173","Public"
"4701","173","Established"
"4702","173","1665; 357 years ago (1665)"
"4703","173","Budget"
"4704","173","€ 167.1 million[1]"
"4705","173","President"
"4706","173","Simone Fulda [de]"
"4707","173","Academic staff"
"4708","173","1,162[2]"
"4709","173","Administrative staff"
"4710","173","1,129[2]"
"4711","173","Students"
"4712","173","26,735[3]"
"4713","173","Location"
"4714","173","Kiel, Schleswig-Holstein, Germany"
"4715","173","Campus"
"4716","173","Urban"
"4717","173","Colors"
"4718","173","Purple and white.mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}   "
"4719","173","Website"
"4720","173","www.uni-kiel.de"
"4721","174","Motto"
"4722","174","Pax optima rerum"
"4723","174","Motto in English"
"4724","174","Peace is the greatest good"
"4725","174","Type"
"4726","174","Public"
"4727","174","Established"
"4728","174","1665; 357 years ago (1665)"
"4729","174","Budget"
"4730","174","€ 167.1 million[1]"
"4731","174","President"
"4732","174","Simone Fulda [de]"
"4733","174","Academic staff"
"4734","174","1,162[2]"
"4735","174","Administrative staff"
"4736","174","1,129[2]"
"4737","174","Students"
"4738","174","26,735[3]"
"4739","174","Location"
"4740","174","Kiel, Schleswig-Holstein, Germany"
"4741","174","Campus"
"4742","174","Urban"
"4743","174","Colors"
"4744","174","Purple and white.mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}   "
"4745","174","Website"
"4746","174","www.uni-kiel.de"
"4747","175","Motto"
"4748","175","Pax optima rerum"
"4749","175","Motto in English"
"4750","175","Peace is the greatest good"
"4751","175","Type"
"4752","175","Public"
"4753","175","Established"
"4754","175","1665; 357 years ago (1665)"
"4755","175","Budget"
"4756","175","€ 167.1 million[1]"
"4757","175","President"
"4758","175","Simone Fulda [de]"
"4759","175","Academic staff"
"4760","175","1,162[2]"
"4761","175","Administrative staff"
"4762","175","1,129[2]"
"4763","175","Students"
"4764","175","26,735[3]"
"4765","175","Location"
"4766","175","Kiel, Schleswig-Holstein, Germany"
"4767","175","Campus"
"4768","175","Urban"
"4769","175","Colors"
"4770","175","Purple and white.mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}   "
"4771","175","Website"
"4772","175","www.uni-kiel.de"
"4773","176","Motto"
"4774","176","Pax optima rerum"
"4775","176","Motto in English"
"4776","176","Peace is the greatest good"
"4777","176","Type"
"4778","176","Public"
"4779","176","Established"
"4780","176","1665; 357 years ago (1665)"
"4781","176","Budget"
"4782","176","€ 167.1 million[1]"
"4783","176","President"
"4784","176","Simone Fulda [de]"
"4785","176","Academic staff"
"4786","176","1,162[2]"
"4787","176","Administrative staff"
"4788","176","1,129[2]"
"4789","176","Students"
"4790","176","26,735[3]"
"4791","176","Location"
"4792","176","Kiel, Schleswig-Holstein, Germany"
"4793","176","Campus"
"4794","176","Urban"
"4795","176","Colors"
"4796","176","Purple and white.mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}   "
"4797","176","Website"
"4798","176","www.uni-kiel.de"
"4799","177","Motto"
"4800","177","Pax optima rerum"
"4801","177","Motto in English"
"4802","177","Peace is the greatest good"
"4803","177","Type"
"4804","177","Public"
"4805","177","Established"
"4806","177","1665; 357 years ago (1665)"
"4807","177","Budget"
"4808","177","€ 167.1 million[1]"
"4809","177","President"
"4810","177","Simone Fulda [de]"
"4811","177","Academic staff"
"4812","177","1,162[2]"
"4813","177","Administrative staff"
"4814","177","1,129[2]"
"4815","177","Students"
"4816","177","26,735[3]"
"4817","177","Location"
"4818","177","Kiel, Schleswig-Holstein, Germany"
"4819","177","Campus"
"4820","177","Urban"
"4821","177","Colors"
"4822","177","Purple and white.mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}   "
"4823","177","Website"
"4824","177","www.uni-kiel.de"
"4825","178","Motto"
"4826","178","Pax optima rerum"
"4827","178","Motto in English"
"4828","178","Peace is the greatest good"
"4829","178","Type"
"4830","178","Public"
"4831","178","Established"
"4832","178","1665; 357 years ago (1665)"
"4833","178","Budget"
"4834","178","€ 167.1 million[1]"
"4835","178","President"
"4836","178","Simone Fulda [de]"
"4837","178","Academic staff"
"4838","178","1,162[2]"
"4839","178","Administrative staff"
"4840","178","1,129[2]"
"4841","178","Students"
"4842","178","26,735[3]"
"4843","178","Location"
"4844","178","Kiel, Schleswig-Holstein, Germany"
"4845","178","Campus"
"4846","178","Urban"
"4847","178","Colors"
"4848","178","Purple and white.mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}   "
"4849","178","Website"
"4850","178","www.uni-kiel.de"
"4851","179","Motto"
"4852","179","Pax optima rerum"
"4853","179","Motto in English"
"4854","179","Peace is the greatest good"
"4855","179","Type"
"4856","179","Public"
"4857","179","Established"
"4858","179","1665; 357 years ago (1665)"
"4859","179","Budget"
"4860","179","€ 167.1 million[1]"
"4861","179","President"
"4862","179","Simone Fulda [de]"
"4863","179","Academic staff"
"4864","179","1,162[2]"
"4865","179","Administrative staff"
"4866","179","1,129[2]"
"4867","179","Students"
"4868","179","26,735[3]"
"4869","179","Location"
"4870","179","Kiel, Schleswig-Holstein, Germany"
"4871","179","Campus"
"4872","179","Urban"
"4873","179","Colors"
"4874","179","Purple and white.mw-parser-output .legend{page-break-inside:avoid;break-inside:avoid-column}.mw-parser-output .legend-color{display:inline-block;min-width:1.25em;height:1.25em;line-height:1.25;margin:1px 0;text-align:center;border:1px solid black;background-color:transparent;color:black}.mw-parser-output .legend-text{}   "
"4875","179","Website"
"4876","179","www.uni-kiel.de"
"4877","180","Motto"
"4878","180","Pax optima rerum"
"4879","180","Motto in English"
"4880","180","Peace is the greatest good"
"4881","180","Type"
"4882","180","Public"
"4883","180","Established"
"4884","180","1665; 357 years ago (1665)"
"4885","180","Budget"
"4886","180","€ 167.1 million[1]"
"4887","180","President"
"4888","180","Simone Fulda [de]"
"4889","180","Academic staff"
"4890","180","1,162[2]"
"4891","180","Administrative staff"
"4892","180","1,129[2]"
"4893","180","Students"
